doc_id,source,llm_probability,predicted_llm,excerpt
longstory_00018,longstory,0.263978906706906,False,"As Jamie sifted through the remnants of the school bake sale, her fingers brushed against a crumpled paper wedged between two tables. Intrigued, she pulled it out and unfolded it. The colorful flyer was adorned with strange symbols and the cryptic promise of a thrilling adventure—a game that claimed to challenge its participants in ways they never imagined. Her heart"
longstory_00019,longstory,0.4026709317863259,False,"Valor and Byte stepped into the dimly lit underground arena, the air thick with anticipation and the scent of metal. The arena was an amalgamation of old stone walls and flickering neon lights, creating an atmosphere of danger and mystery. Shadows danced around them, forming grotesque shapes that flickered in and out of view, reminiscent of the fears they were"
longstory_00020,longstory,0.33306923465660015,False,"As Zephyr and Lex stepped into the digital realm, they were immediately struck by the vibrant colors and surreal landscapes that unfolded before them. Steep cliffs towered on one side, while lush forests dotted with shimmering, pixelated flora sprawled on the other. The ground beneath their feet felt both solid and fluid, like walking on a surface of shimmering water."
longstory_00021,longstory,0.6570744636574795,True,"Once upon a time in a small village nestled between two great mountains, there lived a young girl named Lila. She was known for her adventurous spirit and insatiable curiosity. One day, while exploring the outskirts of the village, she stumbled upon an ancient, forgotten path that led into the heart of the dark woods. The path was overgrown, and"
longstory_00022,longstory,0.9999168325816997,True,"Lira sneaks into the temple at night, skillfully bypassing traps and guardians.Lira reaches the altar and retrieves the Eye of Eldoria, feeling a rush of adrenaline.Alarms sound, and Lira is pursued by temple guardians and a rival thief, escalating the tension.Lira escapes the temple, artifact in hand, but senses a growing dread in the air.In her haste, Lira accidentally activates"
longstory_00023,longstory,0.5364714524374974,True,"As the first rays of sunlight broke over the horizon, Kael stepped into the enchanted forest, a realm alive with wonder and mystery. The air shimmered with an ethereal glow, and the melodies of unseen creatures filled the atmosphere, creating a symphony that stirred Kael’s spirit. Vibrant flowers, glowing softly in hues of blue and gold, swayed gently, beckoning Kael"
longstory_00024,longstory,0.9701738404743159,True,"One chilly autumn afternoon, Alex was sitting in their bedroom, lost in thought as they gazed out the window. Suddenly, a book on the shelf across the room trembled and then levitated, floating for a few seconds before crashing back down to the floor. Alex's heart raced as they scrambled to their feet, eyes wide with disbelief. Was this a"
longstory_00025,longstory,0.6332914024997227,True,"In the heart of the divided realm, Lirael stood before the grand assembly of the bards, her heart heavy with the weight of their shared past. The amphitheater, once a place of joy and melody, now echoed with murmurs of distrust and rivalry stemming from years of conflict among the fractured kingdoms. Lirael's voice rang out clear and strong, calling"
longstory_00026,longstory,0.9522732059143634,True,"In the neon-lit expanse of the virtual world, Alex felt exhilarated and unsettled all at once. The landscape around them pulsed with vibrant colors, yet pixelated glitching echoed the underlying chaos of the digital realm. Floating platforms bobbed in the air like islands in a cosmic sea, some flickering in and out of reality. Alex cautiously stepped onto the nearest"
longstory_00027,longstory,0.17389707872135038,False,"In a quaint village surrounded by lush forests, the annual archery competition was about to begin. Aela, a nimble elf with extraordinary archery skills, had teamed up with Lysander, a soulful bard renowned for his enchanting music. As they practiced together, an idea sparked between them—a strategy that would intertwine their talents. Aela envisioned a way to enhance the precision"
longstory_00028,longstory,0.9810563437780132,True,"In the year 2125, the world above was a mere ghost town, plagued by the remnants of a failed society. Alex, a curious wanderer, embarked on a journey through the desolate landscape, driven by whispers of a hidden underground facility said to hold the keys to humanity's salvation. As he navigated the barren terrain, he stumbled upon an obscure entrance"
longstory_00029,longstory,0.5809742055187473,True,"Riven was known as a cunning thief, weaving his way through the bustling marketplace of Eldoria, but little did he know that today would be the beginning of a journey beyond mere riches. While blending in with a crowd of merchants and townspeople, his keen ears picked up a hushed conversation between two cloaked figures near a dimly lit alleyway."
longstory_00030,longstory,0.10658051371335382,False,"lex and Jamie delve into the game’s code, uncovering intricate algorithms designed to subtly influence players' thoughts and emotions. They realize these manipulations are not just for gameplay but serve a deeper, more sinister purpose. s Alex and Jamie analyze the code, they come to a horrifying realization: the government is using the game as a tool to manipulate and"
longstory_00031,longstory,0.8530400256068958,True,"Alex experiences strange occurrences in the school, leading to confusion and curiosity. It was an ordinary Tuesday at Crestwood High, or so Alex thought. As the first bell rang, the usual bustle of students echoing through the hallways felt overshadowed by an inexplicable shiver that ran down Alex's spine. It started with small, subtle things: lockers slamming shut without a"
longstory_00032,longstory,0.04207641212822679,False,"As the sun dipped below the horizon, casting an ethereal glow across the pixelated landscape, the group found themselves in an uncharted zone of the game. Whispers of a hidden quest reached their ears after encountering a wise, glitching NPC who spoke in riddles. ""Seek the shards, and the portal reveals,"" it cryptically advised, its form shimmering inconsistently. Intrigued, the"
longstory_00033,longstory,0.7041124841008239,True,"Ava and Rex fought valiantly on a pixelated battlefield, the sound of clashing weapons and the roar of explosions echoing around them. They had been pitted against a formidable foe, a powerful digital beast that towered above them, its fiery eyes locked onto Ava’s form. Just as the creature lunged, Rex, with a fierce battle cry, leaped forward to divert"
longstory_00034,longstory,0.017025819335483642,False,"The friends gather in their usual gaming lounge for a weekend full of excitement. As they eagerly log into the new VR game, ""Elysium,"" they expect a thrilling adventure. After completing the first level, laughter and cheers fill the room, but suddenly, a chilling announcement echoes through their headsets: ""Welcome to Elysium. You cannot log out until you complete the"
longstory_00035,longstory,0.02301108921054615,False,"Late at night, in a dimly lit room cluttered with computer parts and glowing screens, Alex sat hunched over a keyboard, fingers flying as he navigated the labyrinthine security of government databases. He had been at this for hours, a rush of adrenaline fueling his every move. Just as he was about to give in to frustration, a new folder"
longstory_00036,longstory,0.11326197823206928,False,"In the vast expanse of the futuristic game world, Alex stood still, surveying the glittering skyline of towering neon skyscrapers that pulsated with vibrant energy. Their heart raced as they took in the surroundings, each element possessing a seemingly perfect balance of technology and architecture. This was not just a game; it felt like a living entity, an intricate puzzle"
longstory_00037,longstory,0.41874082043041855,False,"As Alex blinked into consciousness, the vibrant world of the game enveloped them with colors more vivid than anything they had experienced in reality. They glanced around at the rolling hills and enchanted forests, marveling at the artistry. But soon, a creeping dread pooled in their stomach. The game menu that usually appeared at the press of a button remained"
longstory_00038,longstory,0.06104051241627889,False,"Technician Elara, monitoring the city's central AI, noticed an anomaly. A subtle flicker in the data stream, a microscopic stutter in the usually flawless flow of information. At first, she dismissed it as a minor blip, a momentary hiccup in the system. But the flicker persisted, growing more frequent, more pronounced. Panic began to set in as she realized this"
longstory_00039,longstory,0.006989927599585692,False,": Dr. Carter's fingers hovered over the keyboard, her eyes scanning the lines of code that filled the laboratory screen. She had been here for hours, digging through the archives of the game’s source files, searching for any indication of the strange inconsistencies she had noticed over the past weeks. Then, she saw it—a series of encrypted files buried deep"
longstory_00040,longstory,0.45522691871201626,False,"Alex was wandering through the sunless streets of the city, a place where concrete towers loomed over the grim lives of its inhabitants. The day felt heavy with despair, and hope seemed like a distant dream. As Alex meandered through alleyways adorned with graffiti, a flicker of neon caught their eye. Intrigued, they approached a small, dimly lit storefront that"
longstory_00041,longstory,0.6941616749185779,True,"In a small coastal town, the annual summer festival was fast approaching. The townsfolk were bustling with excitement as they prepared for the grand event that would draw visitors from near and far. Among them was a young girl named Clara, who had dreams of showcasing her handmade jewelry at the festival. She spent all her free time crafting unique"
longstory_00042,longstory,0.5570898172171556,True,"Alex gathered the trapped characters in a dimly lit chamber, the flickering neon lights casting elongated shadows on the walls. They sat in a circle, faces marked with uncertainty and fear. Alex took a deep breath, feeling the weight of responsibility on his shoulders. 'We need to come up with a plan to escape this place,' he began, his voice"
longstory_00043,longstory,0.7412193308239504,True,"Alex woke up to a world bursting with color, yet an unsettling tension hung in the air. The digital sky above was a shimmering blue, dotted with pixelated clouds that shifted seamlessly with the overhead sun. Below, sprawling landscapes of grassy hills and sparkling rivers beckoned exploration, but lurking within their beauty were hints of danger. As Alex stood up,"
longstory_00044,longstory,0.21536556386229566,False,"Alex sat in a dimly lit room, the flickering light of the monitor illuminating their worn face. With a heavy sigh, they slipped on the VR headset, letting reality fade as the virtual world enveloped them. Here, colors were vivid and sounds were exhilarating. The towering buildings and lush landscapes stood in stark contrast to the gray buildings and flickering"
longstory_00045,longstory,0.0918678778499701,False,"Elysia stood at the edge of the village, a wave of anticipation coursing through her veins. The sun was dipping below the horizon, casting a golden hue over the gathered villagers. Her heart raced as she was summoned by the elders, their voices carrying the weight of tradition and reverence. As she approached the ceremonial circle, the villagers fell silent,"
longstory_00046,longstory,0.5101495027473052,True,"Alex had always been curious about the hidden corners of the virtual realm they inhabited. One day, while exploring a seemingly abandoned section of the game, they stumbled upon a series of obscure platforms and glowing runes that hinted at a deeper mystery. Drawing on their extensive knowledge of game mechanics, Alex leaped strategically from one platform to another, avoiding"
longstory_00047,longstory,0.004822549190798156,False,"```markdown : Maria stood at the edge of her neighborhood, her heart racing as she took in the graffiti-covered walls and the shadows lurking in the alleys. The gang's influence was palpable, a dark cloud hanging over her community. She had heard whispers of their power, but now, witnessing the fear in her neighbors' eyes, she understood the extent of"
longstory_00048,longstory,0.2536443235200305,False,"Alex steps into the bustling nightclub, the pulse of bass reverberating through his chest as colorful lights flicker around him. He scans the crowd, recognizing faces mixed with strangers, all seemingly lost in their own worlds. The air is thick with laughter and whispered secrets, and Alex knows he must blend in to gather the information he needs. He strides"
longstory_00049,longstory,0.45497258308871846,False,": Mia stepped out of her car, the pulsating beats from the nightclub flooding the street. As she adjusted her designer dress, a glossy camera flashed, capturing her flawless entrance. She smiled brightly, pulling out her phone to snap a selfie, the neon lights casting vibrant colors on her face. With a click, she posted it on social media, the"
longstory_00050,longstory,0.018425655798892118,False,"Jax conducts a small drug deal in a back alley. The moon hung low in the sky, casting a silver glow on the damp concrete of the alley. Jax leaned against the grimy wall, his heart thumping in his chest as he awaited the arrival of his client. The scent of rain-soaked asphalt lingered in the air, mingling with a"
longstory_00051,longstory,0.8888799456302423,True,"Mia stood at the entrance of the nightclub, her heart racing with a mix of excitement and trepidation. The pulsating music drowned out the sound of her thoughts as she took a deep breath and stepped inside. The dim lighting and vibrant atmosphere enveloped her, masking her mission among the playful laughter and swirling bodies. She had come here to"
longstory_00052,longstory,0.6926209456028093,True,"**: The Beginning of Connections** Alex stepped off the crowded bus, their footsteps hesitant as they moved towards the entrance of the city’s central park. The sound of distant laughter, music, and the chatter of passing pedestrians filled the air, yet Alex felt strangely alone. The park was alive, pulsing with activity—groups of friends gathered on blankets, joggers zipped past,"
longstory_00053,longstory,0.5256987230111093,True,"In a dimly lit bar, the air thick with smoke and secrets, Jake scanned the room, his heart pounding with both excitement and fear. He had taken on the role of an eager outsider, intent on infiltrating the gang that had a stranglehold on the city’s underbelly. As his gaze settled on Mia—a striking figure with a defiant glint in"
longstory_00054,longstory,0.9289351229291534,True,"Samira sorts through her merchandise and finds a hidden envelope.Samira examines the contents and realizes they implicate Carlos ""El Tigre"" Alvarez.Samira discovers a familiar name in the documents, complicating her trust issues.Samira meets her brother Tariq in the alley to discuss the evidence.Tariq warns Samira about the potential dangers of handing over the evidence.Tariq reveals that the rival gang has"
longstory_00055,longstory,0.0002903397108007837,False,"****: Jay had always been a calculated man, but this deal was the one that would cement his reputation as a force to be reckoned with. His eyes scanned the rundown warehouse where the meeting was set to take place. The rival gang, known for their brutality, was offering him a piece of territory in exchange for a significant cut"
longstory_00056,longstory,0.6609309688110047,True,"The Urban Uprising took place in a trendy nightclub nestled in the heart of the city, its very presence pulsating with vibrant energy. The venue's eclectic decor, from neon lights to bold murals, set the stage for a night brimming with creativity and expression. As neon colors flickered, the rhythmic thump of electronic music resonated through the air, creating an"
longstory_00057,longstory,0.5444394287711537,True,"Inspector Torres had always taken her duty seriously, but as she walked through the bustling market one day, her instincts kicked in. She noticed something off about the stalls selling luxury handbags and watches. Intricate stitching and sparkling details caught her eye, but there was a certain familiarity that raised her suspicions. As she moved closer, her heart raced; the"
longstory_00058,longstory,0.23087338124570347,False,"Claire sat alone at her cluttered desk, the glow of her computer screen reflecting her fierce determination. It was well past midnight, and the world outside her window was silent, but her mind was alive with possibilities. She had spent countless hours chasing this lead, piecing together fragments of information that seemed unrelated at first. With every click of the"
longstory_00059,longstory,0.09688445170899113,False,"In the heart of the city, under the murky glow of flickering streetlights, Jake paced anxiously in the grimy back alley. He had heard whispers of Mia's connection with the crime lord, but trust was a luxury he couldn't afford. Mia emerged from the shadows, her expression unreadable. The tension was palpable as they locked eyes, each waiting for the"
longstory_00060,longstory,0.04849450201249262,False,": Alex stepped onto the stage of the nightclub, his heart racing in anticipation. The dim lights flickered and pulsed with the rhythm of the bass, casting a spell over the crowd. He took a deep breath and began his exhilarating set, pouring every ounce of passion into his performance. The audience, lost in the music, danced and sang along,"
longstory_00061,longstory,0.71691361359856,True,"Jamie stood hidden in the shadows of the dimly lit back alley, the cold brick wall pressing against his back. His heart raced as he strained to hear the hushed voices coming from a small circle of men gathered near a flickering streetlamp. It was Vinny—known on the streets as a ruthless kingpin—and his crew, deep in conversation. “We move"
longstory_00062,longstory,0.0019473507201754228,False,"In the dimly lit nightclub, the air was filled with laughter, music, and the clinking of glasses. Alex stood behind the bar, a colorful array of bottles and mixers spread out like an artist's palette. With skilled hands, they expertly crafted cocktails, blending flavors and colors that captivated the patrons. Each drink was a masterpiece, and Alex genuinely enjoyed the"
longstory_00063,longstory,0.03289123607157129,False,": Jake stood in the dimly lit alley, the cold concrete underfoot offering little comfort. His fingers twitched, eager to slide his hand into the coat pocket where his gun rested, but he restrained himself. This wasn’t the time for paranoia—yet. Across from him stood the informant, a gaunt figure draped in a long coat, his face obscured by the"
longstory_00064,longstory,0.9194689248096594,True,"Alex stepped onto the stage for the first time, the bright lights washing over him like a tidal wave of expectation. His heart raced, a cacophony of excitement and nerves pulsing through his veins. The crowd, a sea of eager faces, watched in rapt attention, their energy electrifying the air around him. As he took a deep breath, he felt"
longstory_00065,longstory,0.9655647428088957,True,"Mia entered the back alley, the familiar scents of damp concrete and distant city life filling her senses. She had come here hoping to find inspiration, but instead, it felt bleak and uninspiring. The walls were coated in layers of graffiti, remnants of past artists who had dared to express themselves, yet Mia felt an emptiness around her. A small"
longstory_00066,longstory,0.6689795111734327,True,"In a dark, graffiti-covered alleyway, Jordan meets an anonymous figure cloaked in shadow. The informant, speaking in hushed tones, reveals cryptic details about a deep-seated corruption involving local politicians and criminals. The only concrete clue is the mention of a mysterious individual known as ""The Broker""—a name that haunts the city’s underbelly. The informant promises to reveal more, but there’s"
longstory_00067,longstory,0.2631724419637802,False,"One sweltering afternoon, Alex set up a colorful stall in the bustling market, an array of trinkets shining in the sun. To the casual observer, Alex was simply another vendor, hustling to make a living. However, beneath this facade, Alex was on a mission. Equipped with a small camera hidden in a trinket box and a notepad tucked discreetly away,"
longstory_00068,longstory,0.6088288131522435,True,"On a dreary Tuesday morning, Alex's phone rang insistently, jolting him from a restless sleep. A terse voice on the other end informed him of a murder scene at The Old Mill, a rundown factory on the outskirts of town. As he arrived, the air was thick with tension, the distant wail of sirens still echoing in his ears. The"
longstory_00069,longstory,0.5132541331965895,True,"Alex stood in front of the crumbling market, a piece of paper crumpled tightly in his hand. The plans for demolition flickered in his mind like a bad dream, yet reality had a jagged edge. His community, the heart and soul of the neighborhood, was on the verge of being erased. The meeting was tonight, and he couldn’t just sit"
longstory_00070,longstory,0.09099285797111657,False,"**: Jamal learns about Malik's arrest and vows to prove his innocence.** Jamal sat at the kitchen table, absently stirring his coffee as the news blared in the background. He wasn’t paying much attention until the familiar name of his best friend, Malik, cut through the static. His heart skipped. “Malik Turner, arrested last night for the shooting of a"
longstory_00071,longstory,0.9021279723981306,True,": Lena stood in the dimly lit alley, her breath visible in the cool night air. She glanced over her shoulder, half-expecting someone to be following her, but the only sound was the distant hum of traffic. She had come this far—now, there was no turning back. The envelope in her hand, thick with documents, weighed heavy as she approached"
longstory_00072,longstory,0.05582802819356117,False,"Maria sat at her kitchen table, staring at the letter in her hands. The bold, sterile font of the city council’s notice burned into her eyes. The community center, the heart of the neighborhood, was at risk of being closed down due to budget cuts. Her mind raced as she tried to process the news. This was where children learned,"
longstory_00073,longstory,0.7159509164631469,True,"Max wandered through the narrow, graffiti-laden back alley, awash in a kaleidoscope of colors and shapes. Each wall seemed to tell a different story, vibrant murals pulsating with energy that spoke to his soul. He paused to admire a sprawling mural depicting a phoenix rising from ashes, its colors so vivid they seemed three-dimensional. Suddenly, a sense of freedom enveloped"
longstory_00074,longstory,0.17838684485277326,False,"Jamal had always been proud of his little stall at the local market. The aroma of his freshly baked goods filled the air, drawing in customers and making his space feel like a home. But recently, something had changed. Sales began to plummet after a new bakery opened just a few stalls down. Unlike Jamal's quaint offerings, the competitor's products"
longstory_00075,longstory,0.46518315090179496,False,"On the opening night at the vibrant nightclub, Jamie stepped through the grand entrance, the pulse of the music vibrating against their skin. The elegance of the venue sent shivers of excitement down their spine, but a layer of nerves intertwined with their eagerness. As they entered, Jamie scanned the room filled with the city’s elite—investors, artists, entrepreneurs, and socialites—all"
longstory_00076,longstory,0.6973903740967209,True,"Mia stared at the empty space on her easel, her heart racing as she frantically searched her small studio. The colors she had so carefully mixed, the canvas that held her hopes and dreams—gone. Panic set in when she realized that her latest painting, a vibrant depiction of the sunset over the city skyline, had been stolen. It was a"
longstory_00077,longstory,0.05620171174659644,False,"****: It was a bright Saturday morning when Elena, a passionate community organizer, arrived at the local park for a neighborhood clean-up event. She was used to these gatherings, often helping out with small tasks and talking to the locals about the challenges they faced in the community. This time, however, she found herself caught off guard by someone new—a"
longstory_00078,longstory,0.7910108390578526,True,"Mia's heart raced as she stepped into the dimly lit nightclub. Her art, vibrant and unconventional, was already splashed across the walls, a riot of colors that mirrored her spirit. It was her chance to show the world who she was, but as she adjusted the final piece, she could feel the weight of the affluent crowd’s gaze. Moments later,"
longstory_00079,longstory,0.006944361477447073,False,": Alex stood in the shadows of a narrow alley, his eyes scanning the surrounding darkness. The night air felt heavy, thick with anticipation. He had been tracking this lead for days, and now, the moment of truth had arrived. From the other end of the alley, a figure emerged, barely visible under the dim streetlight. It was the informant,"
