doc_id,prompt_id,author,source,text_role,text,word_count,sentence_count,mean_sentence_len,type_token_ratio,hapax_ratio,bigram_repetition,nominalization_per_1000,participial_ing_per_1000,coordination_per_1000,that_per_1000,passive_like_per_1000,dialogue_mark_density,direction_per_1000,cardinal_per_1000,egocentric_per_1000,landmark_per_1000,motion_per_1000,sequence_per_1000,deictic_per_1000,route_step_density,survey_route_ratio,landmark_reuse_ratio,left_right_imbalance,closure_per_1000,imperative_sentence_share,first_person_per_1000,second_person_per_1000,sensory_per_1000,affect_per_1000,formulaic_phrase_per_1000,narrative_route_ratio
r2r_011_path1636_human,r2r_011_path1636,human,r2r,r2r_human_instruction,Leave the room and make a right in the hallway then walk to the end of the hall. Make a left and wait at the beginning of the hall behind the red chair.,33.0,2.0,16.5,0.6666666666666666,0.7272727272727273,0.09375,0.0,30.303030303030305,60.60606060606061,0.0,0.0,0.0,90.9090909090909,0.0,90.9090909090909,151.5151515151515,90.9090909090909,30.303030303030305,30.303030303030305,212.12121212121212,0.16666666666666666,0.2,0.0,30.303030303030305,0.5,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
r2r_012_path745_human,r2r_012_path745,human,r2r,r2r_human_instruction,Leave the room and go past the table with the purple chairs. Once past the table go up the stairs and stop at the top of the stairs in the kitchen.,31.0,2.0,15.5,0.6129032258064516,0.6842105263157895,0.09999999999999998,0.0,0.0,64.51612903225806,0.0,0.0,0.0,96.7741935483871,0.0,0.0,193.5483870967742,129.03225806451613,32.25806451612903,0.0,258.06451612903226,0.3333333333333333,0.3333333333333333,0.0,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.125
r2r_013_path6622_human,r2r_013_path6622,human,r2r,r2r_human_instruction,GO STRAIGHT AND TURN RIGHT.,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,0.0,800.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25
r2r_014_path6783_human,r2r_014_path6783,human,r2r,r2r_human_instruction,Walk past the chair and turn right. Stop behind the white chair.,12.0,2.0,6.0,0.8333333333333334,0.8,0.0,0.0,0.0,83.33333333333333,0.0,0.0,0.0,250.0,0.0,166.66666666666666,166.66666666666666,250.0,0.0,83.33333333333333,500.0,0.2,0.5,1.0,83.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
r2r_015_path152_human,r2r_015_path152,human,r2r,r2r_human_instruction,"Walk inside the building and go straight, pass two doors turn left into the bedroom.",15.0,1.0,15.0,0.9333333333333333,0.9285714285714286,0.0,0.0,66.66666666666667,66.66666666666667,0.0,0.0,0.0,266.6666666666667,0.0,133.33333333333334,133.33333333333334,333.3333333333333,0.0,66.66666666666667,600.0,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
r2r_016_path1804_human,r2r_016_path1804,human,r2r,r2r_human_instruction,Walk around the hot tun and enter the first door past it. In the house take a right into the are with the bed. Stop next to the window before you reach the rug.,34.0,3.0,11.333333333333334,0.8235294117647058,0.9642857142857143,0.0,0.0,0.0,29.41176470588235,0.0,29.41176470588235,0.0,117.6470588235294,0.0,29.41176470588235,58.8235294117647,88.23529411764706,58.8235294117647,29.41176470588235,264.70588235294116,0.2,0.0,1.0,29.41176470588235,0.6666666666666666,0.0,29.41176470588235,0.0,0.0,0.0,0.1111111111111111
r2r_017_path1254_human,r2r_017_path1254,human,r2r,r2r_human_instruction,Go towards the Christmas trees ahead.Turn left and go out the door on the left. Then go through the door on the right. Follow the rug to the top of the stairs. Take a left and go into the room with the mirror above the desk.,47.0,4.0,11.75,0.6170212765957447,0.7931034482758621,0.10869565217391308,0.0,0.0,42.5531914893617,0.0,0.0,0.0,191.48936170212767,0.0,106.38297872340425,85.1063829787234,191.48936170212767,21.27659574468085,21.27659574468085,404.25531914893617,0.07142857142857142,0.25,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.05263157894736842
r2r_018_path3976_human,r2r_018_path3976,human,r2r,r2r_human_instruction,"Exit the room and turn right into the bedroom. Walk through the room, past the painting of the girl, and go outside. Stop near the chairs on the deck.",29.0,3.0,9.666666666666666,0.7241379310344828,0.8571428571428571,0.0357142857142857,0.0,34.48275862068966,68.96551724137932,0.0,0.0,0.0,206.89655172413794,0.0,68.96551724137932,172.41379310344828,172.41379310344828,0.0,68.96551724137932,379.3103448275862,0.125,0.2,1.0,34.48275862068966,1.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
r2r_019_path1191_human,r2r_019_path1191,human,r2r,r2r_human_instruction,Facing the pool walk to your right and go to the end. Go through the gate and stop on the inside of the gate.,24.0,2.0,12.0,0.6666666666666666,0.6875,0.04347826086956519,0.0,41.666666666666664,83.33333333333333,0.0,0.0,0.0,125.0,0.0,41.666666666666664,0.0,166.66666666666666,0.0,41.666666666666664,291.6666666666667,0.25,0.0,1.0,83.33333333333333,0.5,0.0,41.666666666666664,0.0,0.0,0.0,0.14285714285714285
r2r_020_path6595_human,r2r_020_path6595,human,r2r,r2r_human_instruction,Go to the other side of the dining table. Go to the sink in the kitchen. Go to the table beside the couch and stand there.,26.0,3.0,8.666666666666666,0.6153846153846154,0.75,0.16000000000000003,0.0,38.46153846153846,38.46153846153846,0.0,0.0,0.0,38.46153846153846,0.0,0.0,115.38461538461539,115.38461538461539,0.0,76.92307692307692,153.84615384615384,1.0,0.3333333333333333,0.0,38.46153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.25
r2r_021_path3561_human,r2r_021_path3561,human,r2r,r2r_human_instruction,"Walk out of the room and take a right into the great, open area. Go down the stairs to the landing. Stop at the top of the landing.",28.0,3.0,9.333333333333334,0.75,0.8571428571428571,0.07407407407407407,0.0,71.42857142857143,35.714285714285715,0.0,0.0,0.0,142.85714285714286,0.0,35.714285714285715,142.85714285714286,107.14285714285714,0.0,0.0,250.0,0.2,0.25,1.0,35.714285714285715,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
r2r_022_path439_human,r2r_022_path439,human,r2r,r2r_human_instruction,Walk past the dining table along the granite counter top. Walk through the kitchen past the sink and towards the outdoor patio and stop near the outdoor sofas.,28.0,2.0,14.0,0.6785714285714286,0.7368421052631579,0.07407407407407407,0.0,35.714285714285715,71.42857142857143,0.0,0.0,0.0,214.28571428571428,0.0,35.714285714285715,71.42857142857143,107.14285714285714,0.0,35.714285714285715,321.42857142857144,0.14285714285714285,0.0,0.0,35.714285714285715,1.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
r2r_023_path1827_human,r2r_023_path1827,human,r2r,r2r_human_instruction,Take a left and take a right at the doll hutch. Walk into the bedroom and take a left. Walk into the bathroom and wait in front of the sink.,30.0,3.0,10.0,0.6,0.6111111111111112,0.2068965517241379,0.0,0.0,100.0,0.0,0.0,0.0,166.66666666666666,0.0,100.0,66.66666666666667,133.33333333333334,0.0,0.0,300.0,0.125,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
r2r_024_path3014_human,r2r_024_path3014,human,r2r,r2r_human_instruction,"Walk out of the bedroom and into the living room, then walk straight until you get to the dining area and wait.",22.0,1.0,22.0,0.8181818181818182,0.8333333333333334,0.0,0.0,90.9090909090909,90.9090909090909,0.0,0.0,0.0,136.36363636363637,0.0,45.45454545454545,90.9090909090909,90.9090909090909,90.9090909090909,0.0,318.1818181818182,0.25,0.0,0.0,0.0,1.0,0.0,45.45454545454545,0.0,0.0,0.0,0.14285714285714285
r2r_025_path1204_human,r2r_025_path1204,human,r2r,r2r_human_instruction,Turn around and go down the hallway. Turn to the right at the end of the hallway. Stop by the water cooler. Wait there.,24.0,4.0,6.0,0.75,0.8333333333333334,0.04347826086956519,0.0,0.0,41.666666666666664,0.0,0.0,0.0,125.0,0.0,41.666666666666664,83.33333333333333,166.66666666666666,0.0,83.33333333333333,291.6666666666667,0.25,0.5,1.0,125.0,0.75,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
r2r_026_path3835_human,r2r_026_path3835,human,r2r,r2r_human_instruction,Leave the bathroom and walk down the hallway past the two chairs. Turn left after passing the second chair and stop in the doorway of the bedroom.,27.0,2.0,13.5,0.7777777777777778,0.9047619047619048,0.0,0.0,37.03703703703704,74.07407407407408,0.0,0.0,0.0,111.11111111111111,0.0,37.03703703703704,185.1851851851852,185.1851851851852,37.03703703703704,0.0,333.3333333333333,0.25,0.0,1.0,37.03703703703704,0.5,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
r2r_027_path2598_human,r2r_027_path2598,human,r2r,r2r_human_instruction,Go straight into the kitchen and then turn left. Go straight until you get to the round table with chairs that has a horse statue on it and wait there.,30.0,2.0,15.0,0.8666666666666667,0.8461538461538461,0.03448275862068961,0.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0,133.33333333333334,0.0,100.0,66.66666666666667,133.33333333333334,66.66666666666667,33.333333333333336,333.3333333333333,0.14285714285714285,0.0,1.0,33.333333333333336,1.0,0.0,33.333333333333336,0.0,0.0,0.0,0.1
r2r_028_path1620_human,r2r_028_path1620,human,r2r,r2r_human_instruction,Walk all the way up both the stairs to reach the top of the stairs. Turn right towards the very first corner and stop right there.,26.0,2.0,13.0,0.7692307692307693,0.85,0.040000000000000036,0.0,0.0,38.46153846153846,0.0,0.0,0.0,153.84615384615384,0.0,76.92307692307692,76.92307692307692,115.38461538461539,0.0,38.46153846153846,269.2307692307692,0.16666666666666666,0.5,1.0,76.92307692307692,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
r2r_029_path4170_human,r2r_029_path4170,human,r2r,r2r_human_instruction,"Go up the stairs to the top level. Then go to the bedroom on the left, and enter the walk in closet.",22.0,2.0,11.0,0.7272727272727273,0.8125,0.04761904761904767,0.0,0.0,45.45454545454545,0.0,0.0,0.0,90.9090909090909,0.0,45.45454545454545,136.36363636363637,227.27272727272728,45.45454545454545,0.0,363.6363636363636,0.3333333333333333,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125
r2r_030_path561_human,r2r_030_path561,human,r2r,r2r_human_instruction,Turn around 180 degrees and go down the hallway. Take the first doorway on the right and walk into the bathroom. Stop just inside the door.,25.0,3.0,8.333333333333334,0.8,0.9,0.0,0.0,0.0,80.0,0.0,0.0,0.0,200.0,0.0,40.0,160.0,160.0,0.0,80.0,360.0,0.16666666666666666,0.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
r2r_031_path2854_human,r2r_031_path2854,human,r2r,r2r_human_instruction,Exit the bedroom and walk through double doors at the other end of the living room. Wait in the doorway next to the elephant picture.,25.0,2.0,12.5,0.84,0.9523809523809523,0.0,0.0,40.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,200.0,80.0,40.0,0.0,160.0,1.0,0.0,0.0,40.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25
r2r_032_path5822_human,r2r_032_path5822,human,r2r,r2r_human_instruction,Walk past the table and chairs. Turn slightly left and continue straight into the kitchen. Wait there.,17.0,3.0,5.666666666666667,0.8823529411764706,0.8666666666666667,0.0,0.0,0.0,117.6470588235294,0.0,0.0,0.0,235.2941176470588,0.0,117.6470588235294,117.6470588235294,235.2941176470588,0.0,58.8235294117647,470.5882352941176,0.16666666666666666,0.0,1.0,58.8235294117647,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.125
r2r_033_path839_human,r2r_033_path839,human,r2r,r2r_human_instruction,Leave the bathroom and take a right in the bedroom into the office. In the office stop in front of the desk closest to the trash bin.,27.0,2.0,13.5,0.7037037037037037,0.8421052631578947,0.07692307692307687,0.0,0.0,37.03703703703704,0.0,0.0,0.0,74.07407407407408,0.0,37.03703703703704,148.14814814814815,74.07407407407408,0.0,0.0,148.14814814814815,0.3333333333333333,0.25,1.0,37.03703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.25
r2r_034_path3232_human,r2r_034_path3232,human,r2r,r2r_human_instruction,Go straight then go right and go down the stairs. Go down twelve steps then stop.,16.0,2.0,8.0,0.6875,0.7272727272727273,0.06666666666666665,0.0,0.0,62.5,0.0,0.0,0.0,250.0,0.0,125.0,125.0,312.5,125.0,0.0,687.5,0.16666666666666666,0.0,1.0,62.5,1.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
r2r_035_path6162_human,r2r_035_path6162,human,r2r,r2r_human_instruction,Walk out of the bedroom and past the bathroom and turn left. Walk down the stairs and stop on the fourth step from the bottom.,25.0,2.0,12.5,0.72,0.8333333333333334,0.0,0.0,0.0,120.0,0.0,0.0,0.0,160.0,0.0,40.0,120.0,240.0,0.0,0.0,400.0,0.2,0.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1
r2r_036_path1080_human,r2r_036_path1080,human,r2r,r2r_human_instruction,From the top of the stairs make a right and walk through the entryway then make a left and go down the hall. Walk to the room at the end of the hall and wait.,35.0,2.0,17.5,0.6285714285714286,0.6818181818181818,0.08823529411764708,0.0,0.0,85.71428571428571,0.0,0.0,0.0,114.28571428571429,0.0,57.142857142857146,114.28571428571429,114.28571428571429,28.571428571428573,0.0,257.14285714285717,0.16666666666666666,0.25,0.0,28.571428571428573,0.5,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
r2r_037_path5773_human,r2r_037_path5773,human,r2r,r2r_human_instruction,Walk to the left of the table and chairs. Walk toward the dining room table and chairs and stop.,19.0,2.0,9.5,0.631578947368421,0.5833333333333334,0.11111111111111116,0.0,52.63157894736842,157.89473684210526,0.0,0.0,0.0,105.26315789473684,0.0,52.63157894736842,157.89473684210526,210.52631578947367,0.0,0.0,315.7894736842105,0.3333333333333333,0.3333333333333333,1.0,52.63157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
r2r_038_path1842_human,r2r_038_path1842,human,r2r,r2r_human_instruction,Walk into the room and take a left. Walk forward out of the kitchen and heading into the living room. Once you pass the dining table take a right and walk up the stairs. Stop once you are at the top of the stairs.,44.0,4.0,11.0,0.5909090909090909,0.5769230769230769,0.11627906976744184,0.0,68.18181818181819,68.18181818181819,0.0,0.0,0.0,159.0909090909091,0.0,68.18181818181819,136.36363636363637,136.36363636363637,45.45454545454545,0.0,340.90909090909093,0.1,0.3333333333333333,0.0,22.727272727272727,0.75,0.0,45.45454545454545,0.0,0.0,0.0,0.06666666666666667
r2r_039_path4778_human,r2r_039_path4778,human,r2r,r2r_human_instruction,Turn right and walk down the hallway and enter the living room. Then walk by the front doors and stop on the first set of stairs.,26.0,2.0,13.0,0.7692307692307693,0.85,0.0,0.0,38.46153846153846,115.38461538461539,0.0,0.0,0.0,76.92307692307692,0.0,38.46153846153846,153.84615384615384,192.30769230769232,38.46153846153846,0.0,307.6923076923077,0.3333333333333333,0.0,1.0,38.46153846153846,0.5,0.0,0.0,0.0,0.0,0.0,0.125
r2r_040_path3850_human,r2r_040_path3850,human,r2r,r2r_human_instruction,"Go into the hall, up the steps and wait by the piano.",12.0,1.0,12.0,0.8333333333333334,0.9,0.0,0.0,0.0,83.33333333333333,0.0,0.0,0.0,166.66666666666666,0.0,0.0,166.66666666666666,83.33333333333333,0.0,0.0,250.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
r2r_041_path7078_human,r2r_041_path7078,human,r2r,r2r_human_instruction,Walk forward right of the stair well and left of the sitting area with the TV. Make a right 45 degree turn at the column and walk to the table in the corner.,32.0,2.0,16.0,0.71875,0.782608695652174,0.032258064516129004,0.0,31.25,62.5,0.0,0.0,0.0,125.0,0.0,125.0,93.75,125.0,0.0,0.0,250.0,0.125,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125
r2r_042_path6642_human,r2r_042_path6642,human,r2r,r2r_human_instruction,"Walk through the hallway that has the ottoman on your left. Walk past the pool table, and walk through the doorway straight in front of it.Stop right after you pass through the doorway.",34.0,2.0,17.0,0.7352941176470589,0.84,0.12121212121212122,0.0,0.0,29.41176470588235,29.41176470588235,0.0,0.0,205.88235294117646,0.0,88.23529411764706,117.6470588235294,176.47058823529412,29.41176470588235,0.0,411.7647058823529,0.1,0.25,0.0,29.41176470588235,1.0,0.0,58.8235294117647,0.0,0.0,0.0,0.07142857142857142
r2r_043_path852_human,r2r_043_path852,human,r2r,r2r_human_instruction,turn right enter bedroom go straight then then take left to exit room go straight then stand opposite to mirror.,20.0,1.0,20.0,0.75,0.7333333333333333,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,150.0,300.0,150.0,0.0,650.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
r2r_044_path31_human,r2r_044_path31,human,r2r,r2r_human_instruction,Exit the bedroom. Go down the stairs. Keep walking straight passing the television on the right and stop at the door.,21.0,3.0,7.0,0.8095238095238095,0.9411764705882353,0.0,47.61904761904762,95.23809523809524,47.61904761904762,0.0,0.0,0.0,142.85714285714286,0.0,95.23809523809524,190.47619047619048,190.47619047619048,0.0,0.0,333.3333333333333,0.2,0.0,1.0,47.61904761904762,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
r2r_045_path549_human,r2r_045_path549,human,r2r,r2r_human_instruction,Move forward to the wall adjacent to the doorway. Turn to face the doorway. Move through the door way toward the stairs. Keep moving until you are on the second step of the stairs and then stop.,37.0,4.0,9.25,0.7027027027027027,0.8076923076923077,0.08333333333333337,0.0,27.027027027027028,27.027027027027028,0.0,0.0,0.0,81.08108108108108,0.0,27.027027027027028,162.16216216216216,135.13513513513513,54.054054054054056,0.0,270.27027027027026,0.25,0.3333333333333333,0.0,27.027027027027028,0.75,0.0,27.027027027027028,0.0,0.0,0.0,0.1
r2r_046_path5429_human,r2r_046_path5429,human,r2r,r2r_human_instruction,"Continue down the stairs and turn let. Walk through the entrance ahead, into the bedroom. Walk past the bed and lounge chairs and start down the stairs ahead. Walk halfway down the stairs.",33.0,4.0,8.25,0.5757575757575758,0.6842105263157895,0.125,30.303030303030305,0.0,90.9090909090909,0.0,0.0,0.0,242.42424242424244,0.0,60.60606060606061,151.5151515151515,151.5151515151515,0.0,60.60606060606061,393.93939393939394,0.1,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
r2r_047_path5529_human,r2r_047_path5529,human,r2r,r2r_human_instruction,Exit the bathroom. Keep going straight through the first arched entry way. Turn left as you get to the mirror located on the right hand wall. Continue walking until you reach the double doors made of glass.,37.0,4.0,9.25,0.8648648648648649,0.9375,0.0,0.0,54.054054054054056,0.0,0.0,0.0,0.0,108.10810810810811,0.0,81.08108108108108,135.13513513513513,135.13513513513513,27.027027027027028,0.0,270.27027027027026,0.14285714285714285,0.0,0.0,0.0,0.75,0.0,54.054054054054056,0.0,0.0,0.0,0.1
r2r_048_path3210_human,r2r_048_path3210,human,r2r,r2r_human_instruction,Exit the closet and go through the doorway on your left. Enter the bedroom then walk to the double doors on your right. Walk down the hallway to your right and stop under the archway behind the blue chair.,39.0,3.0,13.0,0.6666666666666666,0.7307692307692307,0.052631578947368474,0.0,0.0,51.282051282051285,0.0,0.0,0.0,153.84615384615384,0.0,102.56410256410257,205.12820512820514,179.48717948717947,25.641025641025642,25.641025641025642,358.97435897435895,0.1,0.0,0.3333333333333333,25.641025641025642,1.0,0.0,76.92307692307692,0.0,0.0,0.0,0.07142857142857142
r2r_049_path4198_human,r2r_049_path4198,human,r2r,r2r_human_instruction,Turn around and cross through the purple chairs. Turn left and stop by the box.,15.0,2.0,7.5,0.8,0.75,0.0,0.0,0.0,133.33333333333334,0.0,0.0,0.0,200.0,0.0,66.66666666666667,0.0,333.3333333333333,0.0,66.66666666666667,533.3333333333334,0.25,0.0,1.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.125
r2r_050_path5316_human,r2r_050_path5316,human,r2r,r2r_human_instruction,Go straight down the hallway. Turn left and wait near the beds.,12.0,2.0,6.0,0.9166666666666666,0.9090909090909091,0.0,0.0,0.0,83.33333333333333,0.0,0.0,0.0,333.3333333333333,0.0,250.0,83.33333333333333,250.0,0.0,83.33333333333333,583.3333333333334,0.14285714285714285,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
r2r_051_path6476_human,r2r_051_path6476,human,r2r,r2r_human_instruction,"With the wood floored room to your rear, exit and turn left, then enter the next room to your right. Continue forward, then enter the kitchen area to your left, passing though to the opposite side of the kitchen. There, you'll see two doors. One leading to the dining room and the other leading to the laundry room. Enter the laundry room.",62.0,5.0,12.4,0.5645161290322581,0.6857142857142857,0.19672131147540983,0.0,64.51612903225806,32.25806451612903,0.0,0.0,0.0,64.51612903225806,0.0,64.51612903225806,145.16129032258064,129.03225806451613,48.38709677419355,16.129032258064516,241.93548387096774,0.125,0.5555555555555556,0.3333333333333333,16.129032258064516,0.4,0.0,48.38709677419355,0.0,0.0,0.0,0.06666666666666667
r2r_052_path2125_human,r2r_052_path2125,human,r2r,r2r_human_instruction,"Walk behind the sofa, toward the bar. Turn left toward toward the pool table and stop near the round, grey chair.",21.0,2.0,10.5,0.7619047619047619,0.875,0.050000000000000044,0.0,0.0,47.61904761904762,0.0,0.0,0.0,285.7142857142857,0.0,142.85714285714286,95.23809523809524,190.47619047619048,0.0,95.23809523809524,476.1904761904762,0.1111111111111111,0.0,1.0,47.61904761904762,1.0,0.0,0.0,0.0,0.0,0.0,0.1
